,Departure,Arrival,Distance,Flights,Total Distance
783,哈尔滨,天津,1190,29,34510
784,长沙,济南,1228,28,34384
785,济南,长沙,1228,28,34384
786,重庆,长沙,695,49,34055
787,海口,宁波,1620,21,34020
788,宁波,海口,1620,21,34020
789,南通,深圳,1478,23,33994
790,烟台,哈尔滨,1093,31,33883
791,丽江,西安,1610,21,33810
792,西安,丽江,1610,21,33810
793,杭州,厦门,717,47,33699
794,厦门,杭州,717,47,33699
795,南京,大连,910,37,33670
796,西安,榆林,480,70,33600
797,榆林,西安,480,70,33600
798,厦门,扬州,1200,28,33600
799,长沙,南京,799,42,33558
800,南京,长沙,799,42,33558
801,武汉,天津,1082,31,33542
802,成都,呼和浩特,1587,21,33327
803,杭州,青岛,792,42,33264
804,西安,库尔勒,2758,12,33096
805,哈尔滨,南通,1572,21,33012
806,杭州,武汉,656,50,32800
807,北京,大理,2335,14,32690
808,大理,北京,2335,14,32690
809,北京,合肥,959,34,32606
810,海口,海拉尔,4656,7,32592
811,海拉尔,海口,4656,7,32592
812,长沙,南宁,856,38,32528
813,海口,南昌,1204,27,32508
814,济南,沈阳,900,36,32400
815,太原,乌鲁木齐,2313,14,32382
816,乌鲁木齐,太原,2313,14,32382
817,银川,郑州,951,34,32334
818,郑州,银川,951,34,32334
819,合肥,昆明,1795,18,32310
820,成都,丽江,734,44,32296
821,丽江,成都,734,44,32296
822,杭州,丽江,2305,14,32270
823,丽江,杭州,2305,14,32270
824,呼和浩特,青岛,976,33,32208
825,北京,宜春,1530,21,32130
826,北海,重庆,1070,30,32100
827,珠海,南昌,764,42,32088
828,成都,日喀则,1526,21,32046
829,海口,温州,1526,21,32046
830,温州,海口,1526,21,32046
831,长沙,重庆,695,46,31970
832,重庆,昌都,1522,21,31962
833,昌都,重庆,1522,21,31962
834,南京,绵阳,1517,21,31857
835,贵阳,海口,910,35,31850
836,海口,贵阳,910,35,31850
837,昆明,南通,2273,14,31822
838,南通,昆明,2273,14,31822
839,哈尔滨,烟台,1093,29,31697
840,哈尔滨,温州,2264,14,31696
841,温州,哈尔滨,2264,14,31696
842,拉萨,西安,1980,16,31680
843,海口,成都,1757,18,31626
844,深圳,榆林,2258,14,31612
845,阿克苏,上海,4506,7,31542
846,南宁,昆明,668,47,31396
847,拉萨,青岛,2854,11,31394
848,南昌,海口,1204,26,31304
849,温州,贵阳,1480,21,31080
850,南昌,成都,1240,25,31000
851,贵阳,丽江,809,38,30742
852,丽江,贵阳,809,38,30742
853,郑州,兰州,1024,30,30720
854,合肥,成都,1392,22,30624
855,海口,连云港,2186,14,30604
856,连云港,海口,2186,14,30604
857,北京,库尔勒,2780,11,30580
858,库尔勒,北京,2780,11,30580
859,长沙,西安,955,32,30560
860,贵阳,武汉,925,33,30525
861,武汉,贵阳,925,33,30525
862,贵阳,广州,872,35,30520
863,重庆,临沂,1522,20,30440
864,临沂,重庆,1522,20,30440
865,太原,武汉,866,35,30310
866,武汉,太原,866,35,30310
867,北京,牡丹江,1439,21,30219
868,牡丹江,北京,1439,21,30219
869,常州,广州,1434,21,30114
870,广州,常州,1434,21,30114
871,广州,西宁,2150,14,30100
872,西宁,广州,2150,14,30100
873,南宁,长沙,856,35,29960
874,哈尔滨,福州,2487,12,29844
875,天津,西安,993,30,29790
876,兰州,南京,1654,18,29772
877,南京,兰州,1654,18,29772
878,兰州,昆明,1749,17,29733
879,包头,广州,1981,15,29715
880,广州,包头,1981,15,29715
881,沈阳,济南,900,33,29700
882,宁波,郑州,1060,28,29680
883,郑州,宁波,1060,28,29680
884,北京,腾冲,2695,11,29645
885,成都,天津,1640,18,29520
886,天津,成都,1640,18,29520
887,乌鲁木齐,义乌,3689,8,29512
888,长春,武汉,2107,14,29498
889,武汉,长春,2107,14,29498
890,昆明,南宁,668,44,29392
891,南昌,深圳,753,39,29367
892,西安,长春,1957,15,29355
893,广州,潍坊,2093,14,29302
894,潍坊,广州,2093,14,29302
895,青岛,呼和浩特,976,30,29280
896,长春,南昌,2077,14,29078
897,北京,嘉峪关,2074,14,29036
898,南宁,烟台,2072,14,29008
899,烟台,南宁,2072,14,29008
900,北京,郑州,690,42,28980
901,郑州,北京,690,42,28980
902,拉萨,石家庄,2408,12,28896
903,石家庄,拉萨,2408,12,28896
904,大庆,青岛,1375,21,28875
905,青岛,大庆,1375,21,28875
906,长春,桂林,2619,11,28809
907,厦门,合肥,900,32,28800
908,长春,温州,2056,14,28784
909,温州,长春,2056,14,28784
910,合肥,北京,959,30,28770
911,温州,成都,1797,16,28752
912,西安,长沙,955,30,28650
913,南宁,太原,1909,15,28635
914,太原,南宁,1909,15,28635
915,桂林,烟台,2040,14,28560
916,烟台,桂林,2040,14,28560
917,青岛,拉萨,2854,10,28540
918,义乌,北京,1189,24,28536
919,乌鲁木齐,温州,4073,7,28511
920,上海,克拉玛依,3562,8,28496
921,哈尔滨,宁波,2035,14,28490
922,宁波,哈尔滨,2035,14,28490
923,绵阳,乌鲁木齐,2844,10,28440
924,乌鲁木齐,绵阳,2844,10,28440
925,广州,温州,1015,28,28420
926,成都,南宁,1014,28,28392
927,格尔木,西安,1352,21,28392
928,重庆,青岛,1577,18,28386
929,青岛,重庆,1577,18,28386
930,无锡,沈阳,1350,21,28350
931,长春,厦门,2576,11,28336
932,厦门,长春,2576,11,28336
933,杭州,太原,1180,24,28320
934,太原,杭州,1180,24,28320
935,北京,达州,1345,21,28245
936,北京,遵义,1880,15,28200
937,太原,成都,1173,24,28152
938,济南,上海,852,33,28116
939,大连,天津,759,37,28083
940,南昌,西安,1078,26,28028
941,北京,哈密,2802,10,28020
942,哈密,北京,2802,10,28020
943,丽江,武汉,1645,17,27965
944,厦门,长沙,873,32,27936
945,南宁,石家庄,1990,14,27860
946,石家庄,南宁,1990,14,27860
947,合肥,西安,960,29,27840
948,北京,芒市,2778,10,27780
949,南宁,天津,2135,13,27755
950,兰州,温州,2133,13,27729
951,温州,兰州,2133,13,27729
952,青岛,杭州,792,35,27720
953,拉萨,南京,3959,7,27713
954,西安,大连,1385,20,27700
955,南昌,青岛,1319,21,27699
956,青岛,南昌,1319,21,27699
957,库尔勒,西安,2758,10,27580
958,绵阳,长沙,982,28,27496
959,南京,石家庄,857,32,27424
960,石家庄,南京,857,32,27424
961,长春,西安,1957,14,27398
962,宁波,乌鲁木齐,3910,7,27370
963,乌鲁木齐,宁波,3910,7,27370
964,北京,义乌,1189,23,27347
965,南京,太原,974,28,27272
966,太原,南京,974,28,27272
967,重庆,福州,1598,17,27166
968,北京,加格达奇,1930,14,27020
969,昆明,合肥,1795,15,26925
970,深圳,万州,1280,21,26880
971,武夷山,西安,1275,21,26775
972,西安,武夷山,1275,21,26775
973,乌鲁木齐,呼和浩特,2226,12,26712
974,成都,福州,1771,15,26565
975,福州,成都,1771,15,26565
976,拉萨,西宁,1558,17,26486
977,嘉峪关,西安,1260,21,26460
978,北京,大庆,1100,24,26400
979,拉萨,阿里,1250,21,26250
980,上海,牡丹江,2003,13,26039
981,长沙,福州,743,35,26005
982,福州,长沙,743,35,26005
983,福州,海口,1234,21,25914
984,烟台,杭州,995,26,25870
985,桂林,杭州,1230,21,25830
986,杭州,桂林,1230,21,25830
987,义乌,成都,1722,15,25830
988,广州,台州,1123,23,25829
989,台州,广州,1123,23,25829
990,乌鲁木齐,西宁,1518,17,25806
991,上海,福州,678,38,25764
992,合肥,沈阳,1608,16,25728
993,沈阳,合肥,1608,16,25728
994,北京,铜仁,1710,15,25650
995,铜仁,北京,1710,15,25650
996,厦门,张家口,1830,14,25620
997,石家庄,乌鲁木齐,2826,9,25434
998,乌鲁木齐,石家庄,2826,9,25434
999,贵阳,济南,1815,14,25410
1000,绵阳,上海,1809,14,25326
1001,上海,绵阳,1809,14,25326
1002,昆明,腾冲,429,59,25311
1003,威海,上海,1010,25,25250
1004,长春,青岛,1051,24,25224
1005,青岛,长春,1051,24,25224
1006,济南,西安,900,28,25200
1007,西安,贵阳,933,27,25191
1008,西宁,青岛,1937,13,25181
1009,成都,温州,1797,14,25158
1010,郑州,西宁,1196,21,25116
1011,呼和浩特,锡林浩特,501,50,25050
1012,锡林浩特,呼和浩特,501,50,25050
1013,福州,郑州,1192,21,25032
1014,郑州,福州,1192,21,25032
1015,呼和浩特,郑州,695,36,25020
1016,乌鲁木齐,库尔勒,373,67,24991
1017,成都,林芝,1190,21,24990
1018,哈尔滨,南昌,2264,11,24904
1019,南昌,哈尔滨,2264,11,24904
1020,深圳,南昌,753,33,24849
1021,深圳,徐州,1380,18,24840
1022,徐州,深圳,1380,18,24840
1023,福州,南京,747,33,24651
1024,南京,福州,747,33,24651
1025,成都,海口,1757,14,24598
1026,重庆,兰州,1117,22,24574
1027,兰州,重庆,1117,22,24574
1028,郑州,北海,1886,13,24518
1029,海口,揭阳,907,27,24489
1030,武汉,西双版纳,1745,14,24430
1031,西双版纳,武汉,1745,14,24430
1032,榆林,南宁,1743,14,24402
1033,杭州,郑州,841,29,24389
1034,郑州,呼和浩特,695,35,24325
1035,厦门,南宁,1105,22,24310
1036,丽江,沈阳,3463,7,24241
1037,沈阳,丽江,3463,7,24241
1038,南宁,乌鲁木齐,3459,7,24213
1039,乌鲁木齐,南宁,3459,7,24213
1040,呼和浩特,阿尔山,1274,19,24206
1041,重庆,西双版纳,1099,22,24178
1042,西双版纳,重庆,1099,22,24178
1043,珠海,武汉,1003,24,24072
1044,常州,西安,1145,21,24045
1045,西安,常州,1145,21,24045
1046,重庆,武汉,801,30,24030
1047,成都,夏河,7974,3,23922
1048,深圳,西宁,2390,10,23900
1049,上海,济南,852,28,23856
1050,成都,攀枝花,700,34,23800
1051,北京,赣州,1700,14,23800
1052,赣州,北京,1700,14,23800
1053,拉萨,郑州,3392,7,23744
1054,郑州,拉萨,3392,7,23744
1055,西安,南昌,1078,22,23716
1056,青岛,揭阳,1688,14,23632
1057,成都,西宁,1124,21,23604
1058,无锡,北京,1120,21,23520
1059,兰州,成都,940,25,23500
1060,泸州,厦门,1952,12,23424
1061,厦门,泸州,1952,12,23424
1062,大连,宁波,1170,20,23400
1063,宁波,大连,1170,20,23400
1064,昆明,南昌,1457,16,23312
1065,南昌,昆明,1457,16,23312
1066,达州,昆明,1110,21,23310
1067,南京,银川,1664,14,23296
1068,银川,南京,1664,14,23296
1069,大连,青岛,358,65,23270
1070,青岛,大连,358,65,23270
1071,南京,青岛,552,42,23184
1072,青岛,南京,552,42,23184
1073,昆明,珠海,1285,18,23130
1074,珠海,昆明,1285,18,23130
1075,青岛,宜春,1099,21,23079
1076,南宁,南通,1642,14,22988
1077,南通,南宁,1642,14,22988
1078,大连,贵阳,2290,10,22900
1079,贵阳,大连,2290,10,22900
1080,库尔勒,乌鲁木齐,373,61,22753
1081,成都,池州,1620,14,22680
1082,沈阳,乌鲁木齐,3230,7,22610
1083,乌鲁木齐,沈阳,3230,7,22610
1084,成都,烟台,1882,12,22584
1085,成都,兰州,940,24,22560
1086,东营,上海,1074,21,22554
1087,呼和浩特,满洲里,1074,21,22554
1088,满洲里,呼和浩特,1074,21,22554
1089,上海,东营,1074,21,22554
1090,绵阳,深圳,1610,14,22540
1091,深圳,绵阳,1610,14,22540
1092,三亚,徐州,2040,11,22440
1093,徐州,三亚,2040,11,22440
1094,重庆,惠州,1065,21,22365
1095,福州,石家庄,1595,14,22330
1096,石家庄,福州,1595,14,22330
1097,重庆,西安,603,37,22311
1098,银川,夏河,7425,3,22275
1099,广州,湛江,454,49,22246
1100,丽江,郑州,1711,13,22243
1101,郑州,丽江,1711,13,22243
1102,北海,沈阳,3147,7,22029
1103,绵阳,福州,1835,12,22020
1104,厦门,珠海,629,35,22015
1105,珠海,厦门,629,35,22015
1106,柳州,北京,1998,11,21978
1107,石家庄,哈尔滨,1464,15,21960
1108,宁波,沈阳,1994,11,21934
1109,沈阳,宁波,1994,11,21934
1110,郑州,克拉玛依,2740,8,21920
1111,长沙,沈阳,2191,10,21910
1112,沈阳,长沙,2191,10,21910
1113,杭州,烟台,995,22,21890
1114,西安,揭阳,1988,11,21868
1115,广州,连云港,1560,14,21840
1116,连云港,广州,1560,14,21840
1117,长春,南宁,3117,7,21819
1118,南宁,长春,3117,7,21819
1119,湛江,广州,454,48,21792
1120,拉萨,上海,3107,7,21749
1121,上海,拉萨,3107,7,21749
1122,杭州,拉萨,3081,7,21567
1123,拉萨,杭州,3081,7,21567
1124,南昌,珠海,764,28,21392
1125,济南,武汉,890,24,21360
1126,西宁,成都,1124,19,21356
1127,西宁,乌鲁木齐,1518,14,21252
1128,上海,威海,1010,21,21210
1129,长沙,银川,1515,14,21210
1130,银川,长沙,1515,14,21210
1131,绵阳,广州,1514,14,21196
1132,乌海,北京,1111,19,21109
1133,贵阳,宁波,1507,14,21098
1134,宁波,贵阳,1507,14,21098
1135,武汉,珠海,1003,21,21063
1136,福州,深圳,750,28,21000
1137,深圳,福州,750,28,21000
1138,武汉,温州,750,28,21000
1139,昆明,兰州,1749,12,20988
1140,三亚,广州,747,28,20916
1141,太原,厦门,1900,11,20900
1142,厦门,太原,1900,11,20900
1143,北京,襄阳(中国),995,21,20895
1144,乌鲁木齐,运城,2611,8,20888
1145,运城,乌鲁木齐,2611,8,20888
1146,张家界,北京,1385,15,20775
1147,北京,宜昌,1483,14,20762
1148,宜昌,北京,1483,14,20762
1149,贵阳,哈尔滨,2966,7,20762
1150,哈尔滨,贵阳,2966,7,20762
1151,北海,郑州,1886,11,20746
1152,长治,重庆,985,21,20685
1153,重庆,长治,985,21,20685
1154,哈尔滨,合肥,1880,11,20680
1155,合肥,哈尔滨,1880,11,20680
1156,郑州,揭阳,1477,14,20678
1157,广州,宜昌,980,21,20580
1158,宜昌,广州,980,21,20580
1159,哈尔滨,石家庄,1464,14,20496
1160,上海,齐齐哈尔,2049,10,20490
1161,贵阳,铜仁,310,66,20460
1162,贵阳,长春,2918,7,20426
1163,广州,南宁,728,28,20384
1164,延吉,北京,1196,17,20332
1165,西宁,拉萨,1558,13,20254
1166,青岛,沈阳,721,28,20188
1167,沈阳,青岛,721,28,20188
1168,达州,北京,1345,15,20175
1169,贵阳,太原,1441,14,20174
1170,太原,贵阳,1441,14,20174
1171,上海,张家口,1434,14,20076
1172,温州,上海,418,48,20064
1173,呼和浩特,乌鲁木齐,2226,9,20034
1174,北京,恩施,1428,14,19992
1175,北京,柳州,1998,10,19980
1176,重庆,兴义,710,28,19880
1177,拉萨,深圳,2833,7,19831
1178,深圳,拉萨,2833,7,19831
1179,北海,哈尔滨,3300,6,19800
1180,鄂尔多斯,郑州,707,28,19796
1181,郑州,鄂尔多斯,707,28,19796
1182,宁波,西安,1520,13,19760
1183,西安,宁波,1520,13,19760
1184,合肥,南宁,1411,14,19754
1185,南宁,合肥,1411,14,19754
1186,桂林,太原,1791,11,19701
1187,太原,桂林,1791,11,19701
1188,丽江,西双版纳,577,34,19618
1189,广州,徐州,1400,14,19600
1190,深圳,扬州,1400,14,19600
1191,徐州,广州,1400,14,19600
1192,长春,无锡,1399,14,19586
1193,无锡,长春,1399,14,19586
1194,青岛,铜仁,1396,14,19544
1195,铜仁,青岛,1396,14,19544
1196,芒市,北京,2778,7,19446
1197,青岛,兰州,1765,11,19415
1198,大连,西安,1385,14,19390
1199,北京,太原,522,37,19314
1200,成都,景德镇,2407,8,19256
1201,景德镇,成都,2407,8,19256
1202,昆明,徐州,1924,10,19240
1203,徐州,昆明,1924,10,19240
1204,上海,温州,418,46,19228
1205,长沙,广州,620,31,19220
1206,包头,三亚,2742,7,19194
1207,三亚,包头,2742,7,19194
1208,沈阳,珠海,2733,7,19131
1209,北京,包头,579,33,19107
1210,南宁,揭阳,909,21,19089
1211,广州,南通,1363,14,19082
1212,南通,广州,1363,14,19082
1213,常州,成都,1583,12,18996
1214,大连,揭阳,2103,9,18927
1215,济南,西宁,1577,12,18924
1216,西宁,济南,1577,12,18924
1217,南京,西双版纳,2700,7,18900
1218,西双版纳,南京,2700,7,18900
1219,北京,乌海,1111,17,18887
1220,西安,额济纳旗,1347,14,18858
1221,武汉,福州,780,24,18720
1222,大庆,北京,1100,17,18700
1223,重庆,嘉峪关,1700,11,18700
1224,兰州,无锡,1700,11,18700
1225,无锡,兰州,1700,11,18700
1226,南昌,长春,2077,9,18693
1227,武汉,济南,890,21,18690
1228,福州,青岛,1333,14,18662
1229,青岛,福州,1333,14,18662
1230,贵阳,西安,933,20,18660
1231,常州,重庆,1332,14,18648
1232,重庆,常州,1332,14,18648
1233,广州,南昌,665,28,18620
1234,西双版纳,天津,2660,7,18620
1235,天津,海拉尔,1688,11,18568
1236,广州,拉萨,2651,7,18557
1237,拉萨,广州,2651,7,18557
1238,天津,温州,1545,12,18540
1239,温州,天津,1545,12,18540
1240,长沙,揭阳,878,21,18438
1241,石家庄,温州,1310,14,18340
1242,温州,石家庄,1310,14,18340
1243,青岛,牡丹江,1303,14,18242
1244,广州,万州,1302,14,18228
1245,万州,广州,1302,14,18228
1246,重庆,北海,1070,17,18190
1247,广州,绵阳,1514,12,18168
1248,乌鲁木齐,天津,3022,6,18132
1249,北京,景德镇,1290,14,18060
1250,景德镇,北京,1290,14,18060
1251,重庆,柳州,722,25,18050
1252,柳州,重庆,722,25,18050
1253,重庆,乌兰浩特,2256,8,18048
1254,乌兰浩特,重庆,2256,8,18048
1255,南昌,上海,644,28,18032
1256,昆明,惠州,1201,15,18015
1257,兰州,嘉峪关,718,25,17950
1258,包头,北京,579,31,17949
1259,深圳,景德镇,854,21,17934
1260,昆明,烟台,2550,7,17850
1261,烟台,昆明,2550,7,17850
1262,福州,天津,1622,11,17842
1263,大庆,杭州,2230,8,17840
1264,沈阳,湛江,2546,7,17822
1265,湛江,沈阳,2546,7,17822
1266,香格里拉,上海,2542,7,17794
1267,西安,伊宁,2960,6,17760
1268,三亚,深圳,837,21,17577
1269,深圳,三亚,837,21,17577
1270,重庆,敦煌,1597,11,17567
1271,呼和浩特,武汉,1254,14,17556
1272,武汉,呼和浩特,1254,14,17556
1273,长春,兰州,2502,7,17514
1274,兰州,长春,2502,7,17514
1275,青岛,海拉尔,2500,7,17500
1276,长沙,石家庄,1249,14,17486
1277,石家庄,长沙,1249,14,17486
1278,呼和浩特,成都,1587,11,17457
1279,青岛,西宁,1937,9,17433
1280,西双版纳,上海,2490,7,17430
1281,上海,唐山,1240,14,17360
1282,福州,珠海,825,21,17325
1283,珠海,福州,825,21,17325
1284,南昌,广州,665,26,17290
1285,丽江,石家庄,2468,7,17276
1286,石家庄,丽江,2468,7,17276
1287,兰州,南宁,1724,10,17240
1288,南宁,兰州,1724,10,17240
1289,北京,常德,1435,12,17220
1290,福州,兰州,2138,8,17104
1291,长春,烟台,895,19,17005
1292,嘉峪关,重庆,1700,10,17000
1293,昆明,三亚,1213,14,16982
1294,三亚,昆明,1213,14,16982
1295,包头,郑州,886,19,16834
1296,郑州,包头,886,19,16834
1297,北京,扬州,1200,14,16800
1298,银川,大连,1399,12,16788
1299,北京,延吉,1196,14,16744
1300,北京,威海,641,26,16666
1301,威海,北京,641,26,16666
1302,银川,昆明,1666,10,16660
1303,昆明,达州,1110,15,16650
1304,万州,深圳,1280,13,16640
1305,温州,南宁,1663,10,16630
1306,黑河,上海,2371,7,16597
1307,上海,黑河,2371,7,16597
1308,宁波,武汉,754,22,16588
1309,武汉,兰州,1275,13,16575
1310,贵阳,烟台,2363,7,16541
1311,烟台,贵阳,2363,7,16541
1312,喀什,济南,4134,4,16536
1313,温州,武汉,750,22,16500
1314,哈尔滨,北海,3300,5,16500
1315,南宁,海口,411,40,16440
1316,沈阳,揭阳,2343,7,16401
1317,昆明,运城,1365,12,16380
1318,重庆,银川,1163,14,16282
1319,银川,重庆,1163,14,16282
1320,洛阳,广州,1480,11,16280
1321,桂林,海口,773,21,16233
1322,青岛,天津,477,34,16218
1323,郑州,温州,1245,13,16185
1324,贵阳,重庆,351,46,16146
1325,海口,西宁,2300,7,16100
1326,杭州,延吉,2300,7,16100
1327,西宁,海口,2300,7,16100
1328,深圳,宜春,765,21,16065
1329,南宁,福州,1455,11,16005
1330,敦煌,重庆,1597,10,15970
1331,拉萨,绵阳,2274,7,15918
1332,厦门,银川,2269,7,15883
1333,银川,厦门,2269,7,15883
1334,铜仁,贵阳,310,51,15810
1335,深圳,义乌,1128,14,15792
1336,义乌,深圳,1128,14,15792
1337,常德,北京,1435,11,15785
1338,长沙,西双版纳,1432,11,15752
1339,西双版纳,长沙,1432,11,15752
1340,天津,青岛,477,33,15741
1341,成都,银川,1207,13,15691
1342,银川,成都,1207,13,15691
1343,西安,重庆,603,26,15678
1344,石家庄,烟台,746,21,15666
1345,烟台,石家庄,746,21,15666
1346,天津,鄂尔多斯,824,19,15656
1347,北京,运城,744,21,15624
1348,海口,南宁,411,38,15618
1349,兴义,贵阳,305,51,15555
1350,南昌,济南,1404,11,15444
1351,青岛,温州,1102,14,15428
1352,温州,青岛,1102,14,15428
1353,丽江,宁波,2200,7,15400
1354,宁波,丽江,2200,7,15400
1355,南充,深圳,1283,12,15396
1356,绵阳,海口,1396,11,15356
1357,北京,佳木斯,1395,11,15345
1358,佳木斯,北京,1395,11,15345
1359,三亚,银川,2556,6,15336
1360,银川,三亚,2556,6,15336
1361,深圳,遵义,1392,11,15312
1362,北京,盐城,900,17,15300
1363,盐城,北京,900,17,15300
1364,大连,珠海,2548,6,15288
1365,珠海,大连,2548,6,15288
1366,北京,张家界,1385,11,15235
1367,郑州,珠海,1520,10,15200
1368,珠海,郑州,1520,10,15200
1369,齐齐哈尔,北京,1265,12,15180
1370,天津,乌鲁木齐,3022,5,15110
1371,芒市,深圳,2155,7,15085
1372,深圳,芒市,2155,7,15085
1373,西双版纳,丽江,577,26,15002
1374,海拉尔,青岛,2500,6,15000
1375,广州,通化,3000,5,15000
1376,贵阳,兴义,305,49,14945
1377,三亚,无锡,2126,7,14882
1378,广州,长沙,620,24,14880
1379,南昌,三亚,1487,10,14870
1380,三亚,南昌,1487,10,14870
1381,昆明,临沂,2123,7,14861
1382,临沂,昆明,2123,7,14861
1383,兰州,天津,1350,11,14850
1384,达州,广州,1060,14,14840
1385,广州,达州,1060,14,14840
1386,鄂尔多斯,天津,824,18,14832
1387,重庆,西昌,592,25,14800
1388,福州,宜昌,1057,14,14798
1389,三亚,西宁,2466,6,14796
1390,西宁,三亚,2466,6,14796
1391,广州,威海,2112,7,14784
1392,威海,广州,2112,7,14784
1393,呼和浩特,昆明,2106,7,14742
1394,昆明,呼和浩特,2106,7,14742
1395,厦门,西昌,1636,9,14724
1396,合肥,大连,1045,14,14630
1397,石家庄,沈阳,974,15,14610
1398,广州,南阳,1215,12,14580
1399,南宁,广州,728,20,14560
1400,西安,张家界,693,21,14553
1401,张家界,西安,693,21,14553
1402,石家庄,张家口,428,34,14552
1403,重庆,南昌,970,15,14550
1404,嘉峪关,北京,2074,7,14518
1405,无锡,厦门,1035,14,14490
1406,厦门,无锡,1035,14,14490
1407,长春,天津,1113,13,14469
1408,天津,长春,1113,13,14469
1409,深圳,宜昌,1032,14,14448
1410,宜昌,深圳,1032,14,14448
1411,武汉,杭州,656,22,14432
1412,桂林,天津,1800,8,14400
1413,三亚,义乌,1800,8,14400
1414,天津,桂林,1800,8,14400
1415,义乌,三亚,1800,8,14400
1416,北京,西昌,2054,7,14378
1417,西昌,北京,2054,7,14378
1418,南京,烟台,752,19,14288
1419,烟台,南京,752,19,14288
1420,丽江,温州,2040,7,14280
1421,温州,丽江,2040,7,14280
1422,北京,常州,1016,14,14224
1423,常州,北京,1016,14,14224
1424,呼和浩特,阿拉善左旗,748,19,14212
1425,上海,衡阳,1012,14,14168
1426,昆明,衡阳,1009,14,14126
1427,兰州,青岛,1765,8,14120
1428,太原,北京,522,27,14094
1429,上海,榆林,2010,7,14070
1430,三亚,运城,2341,6,14046
1431,运城,三亚,2341,6,14046
1432,大连,石家庄,780,18,14040
1433,石家庄,大连,780,18,14040
1434,济南,南昌,1404,10,14040
1435,北海,西安,2000,7,14000
1436,西安,北海,2000,7,14000
1437,深圳,南阳,1271,11,13981
1438,海口,绵阳,1396,10,13960
1439,呼和浩特,厦门,1990,7,13930
1440,厦门,呼和浩特,1990,7,13930
1441,鸡西,三亚,4641,3,13923
1442,三亚,鸡西,4641,3,13923
1443,常州,厦门,989,14,13846
1444,厦门,常州,989,14,13846
1445,厦门,天津,1729,8,13832
1446,成都,大理,975,14,13650
1447,成都,桂林,975,14,13650
1448,大理,成都,975,14,13650
1449,桂林,成都,975,14,13650
1450,沈阳,石家庄,974,14,13636
1451,昆明,宁波,1948,7,13636
1452,济南,威海,486,28,13608
1453,威海,济南,486,28,13608
1454,宁波,三亚,1943,7,13601
1455,三亚,宁波,1943,7,13601
1456,长沙,泸州,1132,12,13584
1457,泸州,长沙,1132,12,13584
1458,成都,西昌,387,35,13545
1459,西昌,成都,387,35,13545
1460,西安,巴彦淖尔,967,14,13538
1461,上海,南昌,644,21,13524
1462,上海,宜宾,1932,7,13524
1463,宜宾,上海,1932,7,13524
1464,成都,台州,1929,7,13503
1465,台州,成都,1929,7,13503
1466,牡丹江,深圳,3371,4,13484
1467,深圳,牡丹江,3371,4,13484
1468,武汉,恩施,479,28,13412
1469,西安,呼和浩特,894,15,13410
1470,哈尔滨,漠河,954,14,13356
1471,漠河,哈尔滨,954,14,13356
1472,北京,西双版纳,2659,5,13295
1473,乌鲁木齐,鄂尔多斯,2205,6,13230
1474,广州,延安,1889,7,13223
1475,延安,广州,1889,7,13223
1476,大同,广州,1887,7,13209
1477,广州,大同,1887,7,13209
1478,海口,徐州,1880,7,13160
1479,徐州,海口,1880,7,13160
1480,海口,桂林,773,17,13141
1481,北京,海拉尔,1313,10,13130
1482,海拉尔,北京,1313,10,13130
1483,成都,南通,1870,7,13090
1484,南通,成都,1870,7,13090
1485,杭州,遵义,1866,7,13062
1486,重庆,大理,932,14,13048
1487,大理,重庆,932,14,13048
1488,包头,济南,1084,12,13008
1489,济南,包头,1084,12,13008
1490,西安,张掖,1175,11,12925
1491,广州,揭阳,380,34,12920
1492,北京,泸州,1840,7,12880
1493,北京,宜宾,1840,7,12880
1494,泸州,北京,1840,7,12880
1495,宜宾,北京,1840,7,12880
1496,鄂尔多斯,福州,1839,7,12873
1497,福州,鄂尔多斯,1839,7,12873
1498,长沙,贵阳,677,19,12863
1499,贵阳,长沙,677,19,12863
1500,呼和浩特,天津,612,21,12852
1501,天津,呼和浩特,612,21,12852
1502,深圳,大理,1835,7,12845
1503,广州,芒市,1830,7,12810
1504,芒市,广州,1830,7,12810
1505,三亚,珠海,673,19,12787
1506,大连,延吉,910,14,12740
1507,延吉,大连,910,14,12740
1508,济南,贵阳,1815,7,12705
1509,百色,重庆,668,19,12692
1510,重庆,百色,668,19,12692
1511,长治,南宁,1586,8,12688
1512,南宁,长治,1586,8,12688
1513,青岛,南通,603,21,12663
1514,宁波,揭阳,902,14,12628
1515,齐齐哈尔,天津,902,14,12628
1516,天津,齐齐哈尔,902,14,12628
1517,桂林,济南,1804,7,12628
1518,济南,桂林,1804,7,12628
1519,成都,铜仁,601,21,12621
1520,铜仁,成都,601,21,12621
1521,重庆,合肥,1146,11,12606
1522,合肥,重庆,1146,11,12606
1523,哈尔滨,加格达奇,600,21,12600
1524,西安,济南,900,14,12600
1525,满洲里,北京,1574,8,12592
1526,重庆,桂林,662,19,12578
1527,桂林,重庆,662,19,12578
1528,兰州,敦煌,1048,12,12576
1529,拉萨,厦门,3135,4,12540
1530,南通,石家庄,895,14,12530
1531,石家庄,南通,895,14,12530
1532,绵阳,武汉,1042,12,12504
1533,广州,腾冲,1786,7,12502
1534,贵阳,南宁,500,25,12500
1535,南宁,贵阳,500,25,12500
1536,连云港,深圳,1785,7,12495
